loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_redeemed_dollars,active_months,first_activity,last_activity,recency_months,avg_flights_per_month,points_redemption_ratio,distance_per_flight,official_churn,behavioral_churn,churn,salary_imputed,tenure_months
683901,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,154475.0,Married,Aurora,26197.41,Standard,2015,5,,,45,60114,60114.0,0,0,24,2017-01-01,2018-12-01,0.0,1.875,0.0,1335.8666666666666,0,0,0,154475.0,43
790008,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,154475.0,Married,Aurora,26197.41,Standard,2014,8,,,23,34665,34665.0,2924,526,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.08435020914467041,1507.1739130434783,0,0,0,154475.0,52
841324,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,154475.0,Married,Aurora,26197.41,Standard,2016,6,2016.0,10.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,154475.0,30
699281,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,82037.0,Married,Aurora,26200.83,Standard,2017,5,2018.0,1.0,12,19286,19286.0,0,0,24,2017-01-01,2018-12-01,0.0,0.5,0.0,1607.1666666666667,1,0,1,82037.0,19
667275,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,26223.81,Standard,2017,12,,,15,23638,23638.0,1306,235,24,2017-01-01,2018-12-01,0.0,0.625,0.055250021152381756,1575.8666666666666,0,0,0,73455.0,12
953693,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Aurora,26223.81,Standard,2015,11,,,45,63430,63430.0,1466,264,24,2017-01-01,2018-12-01,0.0,1.875,0.023112092069998424,1409.5555555555557,0,0,0,73455.0,37
150301,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58153.0,Single,Aurora,26232.85,Standard,2012,6,,,36,56932,56932.0,437,79,24,2017-01-01,2018-12-01,0.0,1.5,0.007675823789784304,1581.4444444444443,0,0,0,58153.0,78
606004,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,76521.0,Divorced,Aurora,26338.59,Standard,2018,6,,,16,29694,29694.0,1049,189,24,2017-01-01,2018-12-01,0.0,0.6666666666666666,0.035327002087963896,1855.875,0,0,0,76521.0,6
268414,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,67227.0,Divorced,Aurora,26346.09,Standard,2012,11,,,32,51330,51330.0,1351,243,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.026319890902006624,1604.0625,0,0,0,67227.0,73
643669,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,67227.0,Divorced,Aurora,26346.09,Standard,2013,3,,,36,58600,58600.0,1836,331,24,2017-01-01,2018-12-01,0.0,1.5,0.031331058020477816,1627.7777777777778,0,0,0,67227.0,69
267306,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,94499.0,Married,Aurora,26416.25,Standard,2015,5,,,46,65000,65000.0,365,66,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.005615384615384615,1413.0434782608695,0,0,0,94499.0,43
846313,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,63343.0,Married,Aurora,26453.94,Standard,2014,11,,,37,52637,52637.0,0,0,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0,1422.6216216216217,0,0,0,63343.0,49
266640,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Aurora,26462.76,Standard,2015,8,,,34,50040,50040.0,1017,183,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.020323741007194245,1471.764705882353,0,0,0,73455.0,40
107730,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52961.0,Single,Aurora,26511.6,Standard,2017,12,,,37,64714,64714.0,1132,204,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.017492350959606887,1749.027027027027,0,0,0,52961.0,12
649194,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,51177.0,Married,Aurora,26770.45,Standard,2013,9,,,36,54919,54919.0,875,158,24,2017-01-01,2018-12-01,0.0,1.5,0.015932555217684226,1525.5277777777778,0,0,0,51177.0,63
450665,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,58299.0,Married,Aurora,26843.12,Standard,2015,3,,,33,52104,52104.0,743,134,24,2017-01-01,2018-12-01,0.0,1.375,0.014259941655151235,1578.909090909091,0,0,0,58299.0,45
574688,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,91700.0,Divorced,Aurora,26864.2,Standard,2012,4,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,91700.0,80
403764,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,78014.0,Married,Aurora,26900.27,Standard,2018,7,,,7,13932,13932.0,0,0,24,2017-01-01,2018-12-01,0.0,0.2916666666666667,0.0,1990.2857142857142,0,0,0,78014.0,5
999513,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,93052.0,Married,Aurora,27064.46,Standard,2014,7,,,27,30046,30046.0,487,88,24,2017-01-01,2018-12-01,0.0,1.125,0.01620848033016042,1112.8148148148148,0,0,0,93052.0,53
833148,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48704.0,Single,Aurora,27069.5,Standard,2016,5,2017.0,8.0,17,24984,24984.0,0,0,24,2017-01-01,2018-12-01,0.0,0.7083333333333334,0.0,1469.6470588235295,1,0,1,48704.0,31
915009,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,27287.5,Standard,2013,7,2014.0,6.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,73455.0,65
375467,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65181.0,Married,Aurora,27382.82,Standard,2013,11,2014.0,4.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,65181.0,61
600541,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,93598.0,Married,Aurora,27440.61,Standard,2018,8,,,4,6330,6330.0,0,0,24,2017-01-01,2018-12-01,0.0,0.16666666666666666,0.0,1582.5,0,0,0,93598.0,4
116735,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,92144.0,Married,Aurora,27443.47,Standard,2015,11,,,42,54211,54211.0,1371,247,24,2017-01-01,2018-12-01,0.0,1.75,0.025290070280939294,1290.7380952380952,0,0,0,92144.0,37
247551,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,92144.0,Married,Aurora,27443.47,Standard,2012,9,,,53,91977,91977.0,1195,215,24,2017-01-01,2018-12-01,0.0,2.2083333333333335,0.012992378529414962,1735.4150943396226,0,0,0,92144.0,75
206050,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,59663.0,Married,Aurora,27495.42,Standard,2016,8,2017.0,3.0,14,19955,19955.0,0,0,24,2017-01-01,2018-12-01,0.0,0.5833333333333334,0.0,1425.357142857143,1,0,1,59663.0,28
675409,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,254724.0,Married,Aurora,27564.74,Standard,2012,6,,,44,69955,69955.0,0,0,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0,1589.8863636363637,0,0,0,254724.0,78
144615,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,77192.0,Divorced,Aurora,27666.3,Standard,2015,8,,,36,61839,61839.0,931,167,24,2017-01-01,2018-12-01,0.0,1.5,0.01505522404954802,1717.75,0,0,0,77192.0,40
933187,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,96462.0,Married,Aurora,27776.29,Standard,2013,9,,,36,52608,52608.0,630,113,24,2017-01-01,2018-12-01,0.0,1.5,0.011975364963503649,1461.3333333333333,0,0,0,96462.0,63
239476,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,56644.0,Divorced,Aurora,27789.69,Standard,2015,6,,,37,47578,47578.0,1335,240,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.02805918701921056,1285.8918918918919,0,0,0,56644.0,42
568870,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56644.0,Divorced,Aurora,27789.69,Standard,2018,11,,,41,56975,56975.0,305,55,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.005353225098727512,1389.6341463414635,0,0,0,56644.0,1
750153,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,56644.0,Divorced,Aurora,27789.69,Standard,2014,12,2015.0,8.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,56644.0,48
351937,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,96378.0,Married,Aurora,27929.96,Standard,2018,1,,,34,44609,44609.0,1652,297,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.03703288574054563,1312.0294117647059,0,0,0,96378.0,11
717229,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,81640.0,Divorced,Aurora,27937.75,Standard,2014,2,,,42,66258,66258.0,576,104,24,2017-01-01,2018-12-01,0.0,1.75,0.008693289866883998,1577.5714285714287,0,0,0,81640.0,58
996900,Canada,Ontario,Toronto,P1L 8X8,Female,Master,81640.0,Divorced,Aurora,27937.75,Standard,2016,1,,,46,76092,76092.0,1281,230,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.01683488408768333,1654.1739130434783,0,0,0,81640.0,35
260000,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,27945.89,Standard,2016,11,,,40,51439,51439.0,1528,275,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.029705087579463052,1285.975,0,0,0,73455.0,25
615131,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,81917.0,Single,Aurora,27990.27,Standard,2013,1,,,26,40923,40923.0,418,75,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.010214304914106982,1573.9615384615386,0,0,0,81917.0,71
813352,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,60278.0,Married,Aurora,28393.33,Standard,2014,4,2014.0,12.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,60278.0,56
993241,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,26962.0,Married,Star,2903.02,2018 Promotion,2018,2,,,65,66217,99325.5,1216,219,11,2018-02-01,2018-12-01,0.0,5.909090909090909,0.012242576176309205,1018.723076923077,0,0,0,26962.0,10
206925,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,54094.0,Divorced,Aurora,28432.0,Standard,2014,9,,,42,54503,54503.0,960,173,24,2017-01-01,2018-12-01,0.0,1.75,0.01761370933710071,1297.6904761904761,0,0,0,54094.0,51
467359,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,54094.0,Divorced,Aurora,28432.0,Standard,2017,9,,,25,42366,42366.0,1233,222,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.029103526412689422,1694.64,0,0,0,54094.0,15
191626,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,99133.0,Single,Aurora,28486.07,Standard,2018,1,2018.0,10.0,16,23364,23364.0,476,86,24,2017-01-01,2018-12-01,0.0,0.6666666666666666,0.020373223763054272,1460.25,1,0,1,99133.0,11
644865,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,67332.0,Single,Aurora,28685.83,Standard,2017,2,,,32,55705,55705.0,353,64,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.006336953594829908,1740.78125,0,0,0,67332.0,22
821918,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,56519.0,Married,Aurora,28799.95,Standard,2012,12,,,42,57659,57659.0,1840,332,24,2017-01-01,2018-12-01,0.0,1.75,0.031911757054406076,1372.8333333333333,0,0,0,56519.0,72
972129,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,56519.0,Married,Aurora,28799.95,Standard,2014,9,,,41,60088,60088.0,1460,263,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.024297696711489816,1465.560975609756,0,0,0,56519.0,51
149348,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,28824.06,Standard,2014,3,,,32,47974,47974.0,541,97,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.011276941676741568,1499.1875,0,0,0,73455.0,57
960959,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Aurora,28824.06,Standard,2015,11,2016.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,73455.0,37
837269,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,187089.0,Divorced,Aurora,29049.71,Standard,2017,10,,,29,50938,50938.0,534,96,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.010483332678943028,1756.4827586206898,0,0,0,187089.0,14
611029,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,56951.0,Married,Aurora,29091.24,Standard,2017,11,,,24,50093,50093.0,2226,401,24,2017-01-01,2018-12-01,0.0,1.0,0.044437346535444074,2087.2083333333335,0,0,0,56951.0,13
602585,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,78531.0,Single,Aurora,29232.69,Standard,2012,9,,,24,37821,37821.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0,0.0,1575.875,0,0,0,78531.0,75
960441,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,29577.28,Standard,2013,10,,,40,57055,57055.0,1009,181,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.01768469021119972,1426.375,0,0,0,73455.0,62
709724,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Aurora,29589.94,Standard,2014,9,,,41,63047,63047.0,2219,400,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.03519596491506337,1537.7317073170732,0,0,0,73455.0,51
355578,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56780.0,Single,Aurora,29676.81,Standard,2018,1,,,19,31330,31330.0,873,158,24,2017-01-01,2018-12-01,0.0,0.7916666666666666,0.027864666453878074,1648.9473684210527,0,0,0,56780.0,11
740063,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56780.0,Single,Aurora,29676.81,Standard,2015,1,,,48,74120,74120.0,1090,196,24,2017-01-01,2018-12-01,0.0,2.0,0.014705882352941176,1544.1666666666667,0,0,0,56780.0,47
961965,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Divorced,Aurora,29830.39,Standard,2016,9,,,35,49747,49747.0,567,102,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.011397672221440489,1421.3428571428572,0,0,0,73455.0,27
167491,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70434.0,Single,Aurora,29874.74,Standard,2013,1,2013.0,9.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,70434.0,71
651377,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,67375.0,Married,Aurora,29973.42,Standard,2012,10,,,54,74120,74120.0,886,160,24,2017-01-01,2018-12-01,0.0,2.25,0.011953588774959525,1372.5925925925926,0,0,0,67375.0,74
680738,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67219.0,Married,Aurora,30061.69,Standard,2016,11,,,32,58619,58619.0,354,64,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.006038997594636551,1831.84375,0,0,0,67219.0,25
108430,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,49927.0,Married,Aurora,30081.37,Standard,2013,7,,,47,87628,87628.0,342,62,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0039028620988725065,1864.4255319148936,0,0,0,49927.0,65
776443,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,30141.62,Standard,2012,11,,,31,42732,42732.0,0,0,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0,1378.4516129032259,0,0,0,73455.0,73
398839,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,269631.0,Divorced,Aurora,30286.69,Standard,2015,4,,,47,72578,72578.0,624,112,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.008597646669789743,1544.212765957447,0,0,0,269631.0,44
243273,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,103105.0,Single,Aurora,30475.78,Standard,2018,11,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,103105.0,1
187838,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,74124.0,Married,Aurora,30591.61,Standard,2017,3,,,28,43953,43953.0,1439,259,24,2017-01-01,2018-12-01,0.0,1.1666666666666667,0.0327395172115669,1569.75,0,0,0,74124.0,21
946439,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,74124.0,Married,Aurora,30591.61,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,74124.0,0
530880,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,62112.0,Single,Aurora,30763.26,Standard,2013,10,,,44,66220,66220.0,1191,214,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0179855028692238,1505.0,0,0,0,62112.0,62
904397,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,243236.0,Married,Aurora,30850.59,Standard,2017,4,2018.0,5.0,22,20843,20843.0,683,123,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.03276879527899055,947.4090909090909,1,0,1,243236.0,20
939399,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,83036.0,Married,Aurora,30859.36,Standard,2014,6,,,24,34770,34770.0,428,77,24,2017-01-01,2018-12-01,0.0,1.0,0.012309462180040264,1448.75,0,0,0,83036.0,54
300371,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74099.0,Divorced,Aurora,30909.22,Standard,2014,11,,,45,75764,75764.0,1457,262,24,2017-01-01,2018-12-01,0.0,1.875,0.019230769230769232,1683.6444444444444,0,0,0,74099.0,49
499874,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,97976.0,Married,Aurora,31269.27,Standard,2015,4,,,76,110103,110103.0,837,150,24,2017-01-01,2018-12-01,0.0,3.1666666666666665,0.007601972698291599,1448.7236842105262,0,0,0,97976.0,44
532997,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,63022.0,Married,Aurora,31316.61,Standard,2016,7,,,39,55201,55201.0,1724,309,24,2017-01-01,2018-12-01,0.0,1.625,0.031231318273219687,1415.4102564102564,0,0,0,63022.0,29
103969,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52405.0,Married,Aurora,31410.93,Standard,2015,4,,,33,46744,46744.0,1131,203,24,2017-01-01,2018-12-01,0.0,1.375,0.02419561868902961,1416.4848484848485,0,0,0,52405.0,44
173673,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Aurora,31516.51,Standard,2016,6,,,20,35814,35814.0,1961,353,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.05475512369464455,1790.7,0,0,0,73455.0,30
562510,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74745.0,Married,Aurora,31920.77,Standard,2017,1,2017.0,8.0,12,16688,16688.0,0,0,24,2017-01-01,2018-12-01,0.0,0.5,0.0,1390.6666666666667,1,0,1,74745.0,23
183129,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,54908.0,Married,Aurora,32021.4,Standard,2013,2,,,30,47871,47871.0,2502,450,24,2017-01-01,2018-12-01,0.0,1.25,0.052265463432976125,1595.7,0,0,0,54908.0,70
483274,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,65078.0,Married,Aurora,32227.08,Standard,2015,1,2016.0,9.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,65078.0,47
880402,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,62289.0,Married,Aurora,32269.85,Standard,2018,12,,,33,46278,46278.0,385,69,24,2017-01-01,2018-12-01,0.0,1.375,0.008319287782531656,1402.3636363636363,0,0,0,62289.0,0
525612,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,84190.0,Divorced,Aurora,32474.77,Standard,2014,4,,,35,56488,56488.0,822,148,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.014551763206344711,1613.942857142857,0,0,0,84190.0,56
103151,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,64962.0,Married,Aurora,32613.69,Standard,2013,5,,,31,52486,52486.0,912,164,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.01737606218801204,1693.0967741935483,0,0,0,64962.0,67
961440,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64962.0,Married,Aurora,32613.69,Standard,2013,2,2015.0,1.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,64962.0,70
171350,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,88921.0,Married,Aurora,32643.08,Standard,2015,5,,,33,41188,41188.0,487,88,24,2017-01-01,2018-12-01,0.0,1.375,0.0118238321841313,1248.121212121212,0,0,0,88921.0,43
944636,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,60732.0,Single,Aurora,32677.34,Standard,2014,11,,,44,75168,75168.0,1164,209,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.015485312899106003,1708.3636363636363,0,0,0,60732.0,49
300460,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,61099.0,Married,Aurora,32725.3,Standard,2018,1,2018.0,9.0,8,14038,14038.0,426,77,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.03034620316284371,1754.75,1,0,1,61099.0,11
224178,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Aurora,32777.3,Standard,2012,11,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,73455.0,73
212301,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,68413.0,Married,Aurora,32861.26,Standard,2012,6,,,18,26099,26099.0,618,111,24,2017-01-01,2018-12-01,0.0,0.75,0.02367906816353117,1449.9444444444443,0,0,0,68413.0,78
798533,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,89340.0,Divorced,Aurora,32871.75,Standard,2015,5,,,48,77978,77978.0,2198,395,24,2017-01-01,2018-12-01,0.0,2.0,0.028187437482366823,1624.5416666666667,0,0,0,89340.0,43
905854,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,80212.0,Married,Aurora,32961.15,Standard,2016,7,,,40,64282,64282.0,565,102,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.008789396720699418,1607.05,0,0,0,80212.0,29
571992,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,64284.0,Married,Aurora,33053.27,Standard,2013,1,,,36,53977,53977.0,930,168,24,2017-01-01,2018-12-01,0.0,1.5,0.017229560738833208,1499.361111111111,0,0,0,64284.0,71
974875,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64284.0,Married,Aurora,33053.27,Standard,2014,11,,,77,131173,131173.0,3505,631,24,2017-01-01,2018-12-01,0.0,3.2083333333333335,0.026720437894993634,1703.5454545454545,0,0,0,64284.0,49
191656,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,94610.0,Married,Aurora,33451.79,Standard,2018,1,,,20,27997,27997.0,529,95,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.01889488159445655,1399.85,0,0,0,94610.0,11
501551,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,3046.25,2018 Promotion,2018,3,,,49,70508,105762.0,434,78,11,2018-02-01,2018-12-01,0.0,4.454545454545454,0.004103553261095668,1438.938775510204,0,0,0,73455.0,9
255320,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,56193.0,Divorced,Aurora,33473.35,Standard,2015,4,,,48,80641,80641.0,1647,296,24,2017-01-01,2018-12-01,0.0,2.0,0.020423853870859737,1680.0208333333333,0,0,0,56193.0,44
688132,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,56193.0,Divorced,Aurora,33473.35,Standard,2012,9,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,56193.0,75
720626,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Divorced,Star,3664.22,2018 Promotion,2018,2,,,53,71912,107868.0,0,0,11,2018-02-01,2018-12-01,0.0,4.818181818181818,0.0,1356.8301886792453,0,0,0,73455.0,10
498028,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75624.0,Married,Aurora,33873.18,Standard,2016,6,,,27,39332,39332.0,1058,191,24,2017-01-01,2018-12-01,0.0,1.125,0.026899216922607546,1456.7407407407406,0,0,0,75624.0,30
339880,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,69412.0,Married,Aurora,34243.51,Standard,2016,3,,,46,70858,70858.0,0,0,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.0,1540.391304347826,0,0,0,69412.0,33
181184,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,46607.0,Married,Aurora,34611.38,Standard,2014,8,,,47,72640,72640.0,537,97,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.00739262114537445,1545.531914893617,0,0,0,46607.0,52
906217,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,46607.0,Married,Aurora,34611.38,Standard,2018,10,,,1,1621,1621.0,0,0,24,2017-01-01,2018-12-01,0.0,0.041666666666666664,0.0,1621.0,0,0,0,46607.0,2
273054,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Aurora,34708.87,Standard,2018,1,,,20,35287,35287.0,0,0,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.0,1764.35,0,0,0,73455.0,11
728009,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,57521.0,Married,Aurora,34931.0,Standard,2018,6,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,57521.0,6
401824,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,93967.0,Single,Aurora,35062.65,Standard,2014,5,,,38,59109,59109.0,844,152,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.014278705442487608,1555.5,0,0,0,93967.0,55
278013,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,94935.0,Divorced,Aurora,35186.26,Standard,2018,7,,,26,45562,45562.0,1874,338,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.04113076686712611,1752.3846153846155,0,0,0,94935.0,5
759551,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86466.0,Divorced,Aurora,35440.14,Standard,2015,10,,,48,60107,60107.0,933,168,24,2017-01-01,2018-12-01,0.0,2.0,0.015522318531951353,1252.2291666666667,0,0,0,86466.0,38
512471,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,102779.0,Divorced,Aurora,35444.31,Standard,2015,8,,,26,41523,41523.0,1925,347,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.046359848758519374,1597.0384615384614,0,0,0,102779.0,40
402966,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Married,Aurora,35537.85,Standard,2017,8,,,11,24613,24613.0,0,0,24,2017-01-01,2018-12-01,0.0,0.4583333333333333,0.0,2237.5454545454545,0,0,0,73455.0,16
